case_id,case_text_value_type,case_text,case_source,case_type,case_transaction_type,case_status,case_priority_level,date_time_created,date_time_closed,customer_tier
C01055,Single message,How do I enroll my BPI credit card to online banking?,Phone,Credit Cards,Inquiry,New,Medium,2024-11-08 16:40:00+08:00,,Low
C01056,Single message,"Hello, I need to update my contact information for my BPI account.",Email,Deposits,Request,New,Low,2024-12-02 10:00:00+08:00,,Mid
C01057,User-chatbot conversation,"['User: How do I apply for a credit card online?', ""Chatbot: Please visit our website at bpi.com.ph and click on the 'Apply Now' button."", ""User: I can't find the 'Apply Now' button."", ""Chatbot: It should be located under the 'Credit Cards' section."", 'User: Okay, I see it now. Thank you!']",Phone,Credit Cards,Inquiry,Assigned,Medium,2024-12-03 14:30:00+08:00,2024-12-03 15:00:00+08:00,Mid
C01058,Multiple messages,"['Hi, I would like to report an unauthorized transaction on my credit card.', ""I received an SMS about a purchase I didn't make."", 'Please investigate.']",Facebook,Credit Cards,Complaint,New,High,2024-12-04 09:45:00+08:00,,High
C01059,Single message,Anong mga requirements para sa pagkuha ng housing loan?,Branch,Loans,Inquiry,Closed,Low,2024-12-05 11:15:00+08:00,2024-12-05 12:00:00+08:00,Mid
C01060,Single message,I am having trouble logging into my BPI online banking account.,Phone,Deposits,Complaint,New,High,2024-12-06 16:30:00+08:00,,Low
C01061,Single message,Bakit po hindi ko makita yung new credit card ko sa BPI Online App?,Email,Credit Cards,Complaint,New,High,2025-01-01 10:15:00+08:00,,Low
C01062,User-chatbot conversation,"['User: I want to apply for a personal loan.', 'Chatbot: Great! To proceed, I need some information from you. Are you an existing BPI client?', 'User: Yes.', 'Chatbot: Can you please provide your Customer Number?', 'User: 123456789012', 'Chatbot: Thank you. Please wait while I verify your account.']",Phone,Loans,Request,Assigned,Medium,2025-01-02 14:00:00+08:00,,Mid
C01063,Multiple messages,"['Hi, I accidentally transferred money to the wrong account.', 'The account number is 1122334455.', 'Can you please help me reverse the transaction?']",Facebook,Deposits,Complaint,New,High,2025-01-03 09:30:00+08:00,,High
C01064,Single message,Gusto ko pong mag inquire about sa auto loan ninyo. Meron ba kayong available na brochure?,Branch,Loans,Inquiry,Closed,Low,2025-01-04 11:00:00+08:00,2025-01-04 12:00:00+08:00,Mid
C01065,Single message,I want to request a credit limit increase on my BPI credit card.,Phone,Credit Cards,Request,New,Medium,2025-01-05 15:45:00+08:00,,Low
C01066,Single message,My BPI debit card is not working online. Can you please assist?,Email,Deposits,Complaint,New,High,2025-02-10 07:30:00+08:00,,Low
C01067,User-chatbot conversation,"['User: I want to inquire about the annual fee for my credit card.', 'Chatbot: Which BPI credit card do you have?', 'User: BPI Gold Rewards Card', 'Chatbot: The annual fee for the BPI Gold Rewards Card is Php2,500.', 'User: Okay, thanks!']",Phone,Credit Cards,Inquiry,Assigned,Low,2025-02-11 13:45:00+08:00,,Mid
C01068,Multiple messages,"['Gusto ko sanang malaman kung magkano ang monthly payment sa housing loan.', 'Paki check po ng account ko.', 'Account number: 1234-5678-90']",Facebook,Loans,Inquiry,New,Medium,2025-02-12 11:00:00+08:00,,Mid
C01069,Single message,I want to report a suspicious transaction on my savings account.,Branch,Deposits,Complaint,Closed,High,2025-02-13 09:15:00+08:00,2025-02-13 15:00:00+08:00,High
C01070,Single message,How can I apply for a balance transfer with my BPI credit card?,Phone,Credit Cards,Request,New,Medium,2025-02-14 16:30:00+08:00,,Low
C01071,Single message,"Hello, I want to know the interest rate for a BPI personal equity loan. Thanks!",Email,Loans,Inquiry,New,Low,2025-03-03 08:15:00+08:00,,Mid
C01072,User-chatbot conversation,"['User: I need to change my credit card billing address.', 'Chatbot: Can you provide your credit card number, please?', 'User: 1234-5678-9012-3456', 'Chatbot: Thank you. What is your new billing address?', 'User: 123 Main Street, Manila', 'Chatbot: Your billing address has been updated. Please allow 24-48 hours for the changes to take effect.']",Phone,Credit Cards,Request,Assigned,Low,2025-03-04 14:30:00+08:00,,Mid
C01073,Multiple messages,"['Hindi ko po ma-access ang BPI mobile app ko.', 'Laging may error.', 'Ano po ang gagawin ko?']",Facebook,Deposits,Complaint,New,High,2025-03-05 10:00:00+08:00,,Low
C01074,Single message,I want to apply for a BPI credit card. Can you tell me what the eligibility criteria are?,Branch,Credit Cards,Inquiry,Closed,Low,2025-03-06 09:30:00+08:00,2025-03-06 10:00:00+08:00,High
C01075,Single message,I accidentally overpaid my BPI credit card. How do I get a refund?,Phone,Credit Cards,Request,New,High,2025-03-07 16:45:00+08:00,,Mid
C01076,Single message,"Hi, I'd like to inquire about your current promotions for new credit card applicants.",Email,Credit Cards,Inquiry,New,Medium,2025-04-01 09:00:00+08:00,,Mid
C01077,User-chatbot conversation,"['User: I need to report a lost debit card.', 'Chatbot: I understand. Can I get your full name and date of birth?', 'User: Juan Dela Cruz, 01/01/1990', 'Chatbot: Thank you, Mr. Dela Cruz. Your card is now blocked. Would you like to request for a replacement?', 'User: Yes, please.', 'Chatbot: A replacement card will be delivered to your registered address within 7-10 business days.']",Phone,Deposits,Request,Assigned,High,2025-04-02 15:15:00+08:00,,High
C01078,Multiple messages,"['Bakit po ang laki ng interest sa credit card ko?', 'Hindi naman ako late magbayad.', 'Paki explain naman po.']",Facebook,Credit Cards,Complaint,New,High,2025-04-03 11:30:00+08:00,,Low
C01079,Single message,What's the process for applying for a housing loan in BPI?,Branch,Loans,Inquiry,Closed,Low,2025-04-04 10:00:00+08:00,2025-04-04 10:30:00+08:00,Mid
C01080,Single message,I want to cancel my auto-debit arrangement for my credit card payment.,Phone,Credit Cards,Request,New,Low,2025-04-05 16:45:00+08:00,,Mid
C01081,Single message,"Hi, I want to inquire about the fees involved in remitting money to a BPI account from overseas.",Email,Deposits,Inquiry,New,Medium,2025-05-05 11:45:00+08:00,,Mid
C01082,User-chatbot conversation,"['User: I want to report a fraudulent transaction on my credit card. Someone used it without my permission.', ""Chatbot: I'm sorry to hear that. Can you provide your credit card number and the date of the transaction?"", 'User: 1234-5678-9012-3456, April 28, 2025', 'Chatbot: Thank you. We will investigate this matter immediately. Please expect a call from our fraud department within 24 hours.', 'Chatbot: A temporary block has been placed on your card.']",Phone,Credit Cards,Complaint,Assigned,High,2025-05-06 08:00:00+08:00,,High
C01083,Multiple messages,"['Hello, I want to ask about applying for a small business loan.', 'What are the requirements and interest rates?', 'My business is a small online store.']",Facebook,Loans,Inquiry,New,Medium,2025-05-07 10:30:00+08:00,,Mid
C01084,Single message,Pakiayos naman po yung ATM machine ninyo dito sa branch. Hindi naglalabas ng pera.,Branch,Deposits,Complaint,Closed,High,2025-05-08 14:00:00+08:00,2025-05-08 15:00:00+08:00,Low
C01085,Single message,I want to know how to enroll my bills for automatic payment using my BPI credit card.,Phone,Credit Cards,Request,New,Medium,2025-05-09 16:15:00+08:00,,Mid
C01086,Single message,Bakit po hindi ko ma-access yung account ko sa BPI mobile app? Laging error message.,Email,Deposits,Complaint,New,High,2025-06-16 07:45:00+08:00,,Low
C01087,User-chatbot conversation,"['User: I want to request a temporary credit limit increase on my BPI credit card.', 'Chatbot: What is the reason for your request, and how much of an increase are you requesting?', 'User: I have to make a large purchase for my business. I need an increase of P50,000.', 'Chatbot: Please provide your card number and date of birth for verification.', 'User: 1234-5678-9012-3456, January 1, 1985', 'Chatbot: Thank you. We will process your request and notify you of the outcome within 24 hours.']",Phone,Credit Cards,Request,Assigned,High,2025-06-17 14:00:00+08:00,,Mid
C01088,Multiple messages,"[""Hi, I'm interested in applying for a housing loan with BPI."", 'What are the current interest rates?', 'Also, what is the maximum loan amount I can avail of?']",Facebook,Loans,Inquiry,New,Medium,2025-06-18 10:15:00+08:00,,Mid
C01089,Single message,I need to deposit a check but the branch is closed. Is there another way?,Branch,Deposits,Inquiry,Closed,Low,2025-06-19 09:00:00+08:00,2025-06-19 09:30:00+08:00,High
C01090,Single message,How can I redeem my BPI credit card rewards points?,Phone,Credit Cards,Inquiry,New,Low,2025-06-20 15:30:00+08:00,,Mid
C01091,Single message,"Hi, I would like to inquire about the process of opening a US dollar savings account in BPI.",Email,Deposits,Inquiry,New,Medium,2025-07-07 09:30:00+08:00,,Mid
C01092,User-chatbot conversation,"[""User: I can't access my BPI credit card online. I keep getting an error message."", 'Chatbot: Okay, what is the error message you are receiving?', ""User: 'Invalid User ID or Password'"", 'Chatbot: Have you tried resetting your password?', ""User: Yes, but it still doesn't work."", 'Chatbot: Please provide your credit card number, so we can verify your account.']",Phone,Credit Cards,Complaint,Assigned,High,2025-07-08 15:45:00+08:00,,High
C01093,Multiple messages,"['Hello, I am planning to apply for a personal loan.', 'Can you tell me what the minimum income requirement is?', 'Thank you.']",Facebook,Loans,Inquiry,New,Medium,2025-07-09 11:00:00+08:00,,Mid
C01094,Single message,Why was my online transaction declined?,Branch,Deposits,Complaint,Closed,High,2025-07-10 10:00:00+08:00,2025-07-10 11:00:00+08:00,Low
C01095,Single message,Can I use my BPI credit card to withdraw cash from an ATM?,Phone,Credit Cards,Inquiry,New,Low,2025-07-11 16:00:00+08:00,,Mid
C01096,Single message,"Hello, I'd like to inquire about the requirements for opening a BPI savings account online.",Email,Deposits,Inquiry,New,Medium,2025-08-04 08:30:00+08:00,,Mid
C01097,User-chatbot conversation,"['User: I need to report a lost credit card. I think I lost it at the mall earlier.', 'Chatbot: Okay, I can help with that. Can you confirm your full name and credit card number?', 'User: Maria Santos, 1234-5678-9012-3456', 'Chatbot: Thank you, Ms. Santos. Your credit card is now blocked to prevent unauthorized use. We can process a replacement card for you.', 'User: Yes, please do.', 'Chatbot: A replacement card will be sent to your registered address in 7-10 business days.']",Phone,Credit Cards,Request,Assigned,High,2025-08-05 16:00:00+08:00,,High
C01098,Multiple messages,"['Hi, I applied for a personal loan online last week.', ""I haven't received any updates yet."", 'Can you please check the status of my application?']",Facebook,Loans,Inquiry,New,High,2025-08-06 10:45:00+08:00,,Mid
C01099,Single message,I would like to know the interest rates for a time deposit account.,Branch,Deposits,Inquiry,Closed,Low,2025-08-07 09:00:00+08:00,2025-08-07 09:30:00+08:00,Mid
C01100,Single message,Can I pay my BPI credit card bill using another bank's online platform?,Phone,Credit Cards,Inquiry,New,Low,2025-08-08 15:30:00+08:00,,Mid
C01101,Single message,Bakit po hindi ko ma-access yung bagong savings account ko sa online banking? Kakabukas ko lang po.,Email,Deposits,Complaint,New,High,2025-09-01 10:00:00+08:00,,Low
C01102,User-chatbot conversation,"['User: I want to inquire about the BPI Amore Visa Platinum credit card.', 'Chatbot: Great! What specific information are you looking for?', 'User: What are the benefits and rewards?', 'Chatbot: With the BPI Amore Visa Platinum, you can enjoy cashback rewards, travel insurance, and exclusive discounts from partner merchants.', 'User: How do I apply?', 'Chatbot: You can apply online through our website or visit any BPI branch near you.']",Phone,Credit Cards,Inquiry,Assigned,Medium,2025-09-02 14:30:00+08:00,,Mid
C01103,Multiple messages,"[""Hi, I'm following up on my personal loan application."", 'My reference number is 20250903.', 'Thank you.']",Facebook,Loans,Inquiry,New,Medium,2025-09-03 09:15:00+08:00,,Mid
C01104,Single message,I need to close my savings account. What documents do I need to bring?,Branch,Deposits,Request,Closed,Low,2025-09-04 11:00:00+08:00,2025-09-04 11:30:00+08:00,High
C01105,Single message,Can I use my BPI credit card for online purchases if I am outside the Philippines?,Phone,Credit Cards,Inquiry,New,Low,2025-09-05 15:45:00+08:00,,Mid
C01106,Single message,"Hello, I'd like to inquire about the requirements for a BPI personal loan.",Email,Loans,Inquiry,New,Medium,2025-10-06 11:00:00+08:00,,Mid
C01107,User-chatbot conversation,"['User: My BPI credit card was declined at a store. I have enough credit limit.', 'Chatbot: I am sorry to hear that. Can I get the last four digits of your card and your date of birth to verify your identity?', 'User: 1234, 05/05/1985', 'Chatbot: Thank you. Let me check the reason for the decline...', 'Chatbot: It seems there was a temporary system issue. Please try again now.', 'User: Okay, thank you!']",Phone,Credit Cards,Complaint,Assigned,High,2025-10-07 15:30:00+08:00,,High
C01108,Multiple messages,"[""Hi, I made a deposit to my BPI account but it hasn't reflected yet."", 'I deposited the money yesterday at a BPI branch.', 'Please check and update me ASAP.']",Facebook,Deposits,Complaint,New,High,2025-10-08 09:45:00+08:00,,Low
C01109,Single message,What are the requirements for opening a joint savings account in BPI?,Branch,Deposits,Inquiry,Closed,Low,2025-10-09 11:15:00+08:00,2025-10-09 12:00:00+08:00,Mid
C01110,Single message,I want to request a credit limit increase for my BPI credit card. How do I do that?,Phone,Credit Cards,Request,New,Medium,2025-10-10 16:00:00+08:00,,Mid
C01111,Single message,I want to inquire about the latest BPI credit card promos.,Email,Credit Cards,Inquiry,New,Medium,2025-11-03 09:00:00+08:00,,Mid
C01112,User-chatbot conversation,"['User: My ATM card got stuck in the ATM machine.', 'Chatbot: Can you tell me which branch the ATM is located at?', 'User: BPI Ayala Branch', 'Chatbot: And when did this happen?', 'User: Just now, around 3 PM.', 'Chatbot: We will have someone check the ATM and retrieve your card. Please expect a call from us within 24 hours.', 'User: Thank you.']",Phone,Deposits,Complaint,Assigned,High,2025-11-04 15:15:00+08:00,,High
C01113,Multiple messages,"[""Good day, I'm inquiring about the process of applying for a BPI auto loan."", 'What are the required documents?', 'Thank you for your time.']",Facebook,Loans,Inquiry,New,Medium,2025-11-05 11:30:00+08:00,,Mid
C01114,Single message,I want to change my address on file for my BPI deposit account.,Branch,Deposits,Request,Closed,Low,2025-11-06 09:00:00+08:00,2025-11-06 09:30:00+08:00,Mid
C01115,Single message,How do I apply for an installment plan on my BPI credit card purchase?,Phone,Credit Cards,Inquiry,New,Medium,2025-11-07 16:45:00+08:00,,Mid
C01116,Single message,Bakit po hindi ko ma-access yung account ko? Nakalimutan ko po username and password ko.,Email,Deposits,Complaint,New,High,2025-12-01 08:00:00+08:00,,Low
C01117,User-chatbot conversation,"['User: I want to report a suspicious charge on my BPI credit card.', 'Chatbot: Can you please provide your full name, credit card number, and the amount and date of the suspicious charge?', 'User: Maria Dela Cruz, 1234-5678-9012-3456, P5000, Nov 25, 2025', 'Chatbot: Thank you, Ms. Dela Cruz. We will investigate this and get back to you within 3-5 business days.', 'Chatbot: We have already put a hold on your card.']",Phone,Credit Cards,Complaint,Assigned,High,2025-12-02 14:15:00+08:00,,Mid
C01118,Multiple messages,"['Hello, I would like to inquire about your BPI housing loan.', ""What's the maximum amount I can borrow?"", 'And what are the interest rates?']",Facebook,Loans,Inquiry,New,Medium,2025-12-03 10:45:00+08:00,,Mid
C01119,Single message,I want to deposit a check to my account but I don't have my ATM card with me.,Branch,Deposits,Request,Closed,Low,2025-12-04 09:30:00+08:00,2025-12-04 10:00:00+08:00,High
C01120,Single message,How do I change my credit card billing address online?,Phone,Credit Cards,Inquiry,New,Low,2025-12-05 15:00:00+08:00,,Mid
C01121,Single message,"Hi, I want to inquire about opening a BPI Maxi Saver account. What are the requirements?",Email,Deposits,Inquiry,New,Medium,2026-01-05 09:45:00+08:00,,Mid
C01122,User-chatbot conversation,"[""User: I'm trying to pay my credit card bill online, but it's not working."", 'Chatbot: What error message are you seeing?', 'User: Transaction Failed', 'Chatbot: Have you tried a different browser or device?', ""User: No, I haven't."", 'Chatbot: Please try a different browser or device. If the issue persists, call our customer service hotline.']",Phone,Credit Cards,Complaint,Assigned,High,2026-01-06 15:00:00+08:00,,High
C01123,Multiple messages,"['Hi! Gusto ko sanang magloan for a car.', 'Anong interest rates niyo?', 'And how much is the downpayment?']",Facebook,Loans,Inquiry,New,Medium,2026-01-07 11:15:00+08:00,,Mid
C01124,Single message,I want to request for a bank certificate. Paano po?,Branch,Deposits,Request,Closed,Low,2026-01-08 09:30:00+08:00,2026-01-08 10:00:00+08:00,Mid
C01125,Single message,I accidentally paid my credit card bill twice. How can I get a refund or credit?,Phone,Credit Cards,Request,New,High,2026-01-09 15:45:00+08:00,,Mid
C01126,Single message,"Hello, I want to inquire about the fees charged on my BPI Direct account.",Email,Deposits,Inquiry,New,Medium,2026-02-02 08:00:00+08:00,,Mid
C01127,User-chatbot conversation,"['User: My credit card has been compromised. There are unauthorized transactions.', ""Chatbot: I'm sorry to hear that. Can you provide your credit card number?"", 'User: 1234-5678-9012-3456', 'Chatbot: Thank you. When did you notice these unauthorized transactions?', 'User: Yesterday.', 'Chatbot: I have temporarily blocked your credit card. Please expect a call from our fraud department within 24 hours.']",Phone,Credit Cards,Complaint,Assigned,High,2026-02-03 14:45:00+08:00,,High
C01128,Multiple messages,"['Hi! I want to know if I am eligible for a BPI housing loan.', 'I am a self-employed individual.', 'What are the requirements I need to submit?']",Facebook,Loans,Inquiry,New,Medium,2026-02-04 11:00:00+08:00,,Mid
C01129,Single message,Pano mag-apply ng installment plan sa credit card after purchasing?,Branch,Credit Cards,Request,Closed,Low,2026-02-05 09:15:00+08:00,2026-02-05 10:00:00+08:00,Mid
C01130,Single message,I deposited a check yesterday but it's not reflecting in my BPI account yet.,Phone,Deposits,Complaint,New,Medium,2026-02-06 15:30:00+08:00,,Low
C01131,Single message,"Good day, BPI! I'd like to inquire about the process for opening a BPI Kaya Savings account.",Email,Deposits,Inquiry,New,Medium,2026-03-02 10:00:00+08:00,,Mid
C01132,User-chatbot conversation,"[""User: My BPI credit card isn't working. I'm trying to use it for online shopping."", 'Chatbot: Have you activated your card for online transactions?', 'User: How do I do that?', 'Chatbot: You can activate it through the BPI mobile app or by calling our customer service hotline.', 'User: Okay, thanks!', 'Chatbot: Is there anything else I can help you with?']",Phone,Credit Cards,Complaint,Assigned,High,2026-03-03 16:15:00+08:00,,Mid
C01133,Multiple messages,"['Hi, I would like to inquire about the interest rate for a small business loan.', ""I'm planning to expand my restaurant."", 'Thanks in advance.']",Facebook,Loans,Inquiry,New,Medium,2026-03-04 09:30:00+08:00,,Mid
C01134,Single message,Gusto ko pong mag-withdraw ng pera sa account ko pero walang ID sa akin.,Branch,Deposits,Request,Closed,High,2026-03-05 11:00:00+08:00,2026-03-05 11:30:00+08:00,Low
C01135,Single message,How do I enroll my BPI savings account for online banking access?,Phone,Deposits,Request,New,Medium,2026-03-06 15:45:00+08:00,,Mid
C01136,Single message,"Hello, I want to inquire about opening a BPI Jumpstart Savings Account for my daughter.",Email,Deposits,Inquiry,New,Medium,2026-04-06 10:30:00+08:00,,Mid
C01137,User-chatbot conversation,"[""User: I need to report a lost credit card. I just realized it's missing."", 'Chatbot: I understand. What is your full name as it appears on the card and your date of birth?', 'User: Juan Santos, 02/14/1980', 'Chatbot: Thank you, Mr. Santos. We have blocked your credit card. A new one will be issued and sent to your mailing address.', 'Chatbot: The new card should arrive in 7-10 business days.']",Phone,Credit Cards,Request,Assigned,High,2026-04-07 15:00:00+08:00,,High
C01138,Multiple messages,"['Hi, nag-apply ako ng personal loan online. ', 'Can you check the status of my application?', 'My reference number is 43219876.']",Facebook,Loans,Inquiry,New,Medium,2026-04-08 09:45:00+08:00,,Mid
C01139,Single message,I want to withdraw money from my time deposit account before the maturity date.,Branch,Deposits,Request,Closed,High,2026-04-09 11:30:00+08:00,2026-04-09 12:00:00+08:00,Mid
C01140,Single message,How can I apply for a credit card online?,Phone,Credit Cards,Request,New,Low,2026-04-10 15:15:00+08:00,,Mid
C01141,Single message,Bakit po hindi ko ma-access yung account ko sa BPI app?,Email,Deposits,Complaint,New,High,2026-05-04 07:30:00+08:00,,Low
C01142,User-chatbot conversation,"['User: I want to convert my BPI credit card purchases to installment.', 'Chatbot: What are the details of the purchase you want to convert?', 'User: I bought a washing machine for 20,000 pesos last week.', 'Chatbot: Please provide the date of purchase and the merchant name.', 'User: April 28, 2026, Automatic Center', 'Chatbot: Thank you. I have processed your request for conversion to installment. Please check your next statement for details.']",Phone,Credit Cards,Request,Assigned,Medium,2026-05-05 13:45:00+08:00,,Mid
C01143,Multiple messages,"['Hi, I am planning to avail of a personal loan from BPI.', 'I would like to know the minimum income required.', 'Thanks!']",Facebook,Loans,Inquiry,New,Medium,2026-05-06 09:00:00+08:00,,Mid
C01144,Single message,What are the requirements for opening a savings account for a minor?,Branch,Deposits,Inquiry,Closed,Low,2026-05-07 10:15:00+08:00,2026-05-07 10:45:00+08:00,Mid
C01145,Single message,How can I check my credit card balance online using the BPI app?,Phone,Credit Cards,Request,New,Low,2026-05-08 15:30:00+08:00,,Mid
C01146,Single message,"Hi, I'd like to inquire about opening a BPI BizLink account. Ano po yung requirements?",Email,Deposits,Inquiry,New,Medium,2026-06-01 08:15:00+08:00,,Mid
C01147,User-chatbot conversation,"[""User: I need to report an unauthorized transaction on my BPI credit card. It shows a purchase I didn't make."", 'Chatbot: What is the date and amount of the unauthorized transaction?', 'User: June 1, 2026, P10,000', 'Chatbot: Thank you. Can you provide the merchant name if possible?', ""User: It says 'Online Shopping'"", ""Chatbot: Thank you. We'll block your card temporarily and investigate this fraudulent activity.""]",Phone,Credit Cards,Complaint,Assigned,High,2026-06-02 14:30:00+08:00,,High
C01148,Multiple messages,"[""I'm interested in applying for a BPI car loan. "", 'What are the different financing options?', ""I'm planning to buy a brand new SUV.""]",Facebook,Loans,Inquiry,New,Medium,2026-06-03 11:00:00+08:00,,Mid
C01149,Single message,I forgot my BPI online banking password. How can I reset it?,Branch,Deposits,Request,Closed,Low,2026-06-04 09:45:00+08:00,2026-06-04 10:15:00+08:00,Mid
C01150,Single message,Can I pay my BPI credit card bills through GCash?,Phone,Credit Cards,Inquiry,New,Low,2026-06-05 15:15:00+08:00,,Mid
C01151,Single message,"Hello, I want to inquire about the current interest rate for BPI Flexi-Housing Loan.",Email,Loans,Inquiry,New,Low,2026-07-06 09:00:00+08:00,,Mid
C01152,User-chatbot conversation,"['User: I want to know how much my remaining balance is on my BPI credit card.', 'Chatbot: Can you please provide your credit card number and date of birth for verification purposes?', 'User: 1234-5678-9012-3456, January 1, 1990', 'Chatbot: Thank you. Please wait a moment while I retrieve your account information...', 'Chatbot: Your current outstanding balance is PHP 15,000.00']",Phone,Credit Cards,Inquiry,Assigned,Medium,2026-07-07 15:15:00+08:00,,High
C01153,Multiple messages,"['Hi, I deposited a check 2 days ago.', 'Bakit hindi pa rin nagrereflect sa account ko?', 'Pls check. Thank you.']",Facebook,Deposits,Complaint,New,High,2026-07-08 11:30:00+08:00,,Low
C01154,Single message,What are the steps to close my savings account and withdraw all my funds?,Branch,Deposits,Request,Closed,Low,2026-07-09 09:00:00+08:00,2026-07-09 09:45:00+08:00,Mid
C01155,Single message,How do I report my BPI credit card as lost or stolen?,Phone,Credit Cards,Request,New,High,2026-07-10 15:00:00+08:00,,Mid
C01156,Single message,"Hi, I'd like to inquire about BPI's car loan interest rates and requirements.",Email,Loans,Inquiry,New,Medium,2026-08-03 10:15:00+08:00,,Mid
C01157,User-chatbot conversation,"['User: I need to report a suspicious transaction on my BPI debit card.', 'Chatbot: Please provide your full name and debit card number, and describe the transaction.', 'User: Juan Dela Cruz, 1234567890123456. There was a P10,000 withdrawal I did not authorize.', ""Chatbot: Thank you. We've put a hold on your debit card and are investigating. Please expect a call from our fraud department within 24 hours."", 'User: Thank you!']",Phone,Deposits,Complaint,Assigned,High,2026-08-04 14:45:00+08:00,,High
C01158,Multiple messages,"['Hello, hindi ko makita yung bagong credit card ko sa BPI Mobile App.', 'Paano po kaya?', 'Thanks.']",Facebook,Credit Cards,Complaint,New,High,2026-08-05 09:30:00+08:00,,Low
C01159,Single message,What are the requirements for opening a BPI Pamana Savings account?,Branch,Deposits,Inquiry,Closed,Low,2026-08-06 11:00:00+08:00,2026-08-06 11:30:00+08:00,Mid
C01160,Single message,How can I request for a credit limit increase on my BPI credit card?,Phone,Credit Cards,Request,New,Medium,2026-08-07 16:15:00+08:00,,Mid
C01161,Single message,"Hi, I want to inquire about the minimum initial deposit for opening a BPI Maxi Saver account.",Email,Deposits,Inquiry,New,Medium,2026-09-07 09:15:00+08:00,,Mid
C01162,User-chatbot conversation,"['User: I am having trouble paying my credit card bill via the BPI app.', 'Chatbot: What is the error message that you are seeing?', ""User: It just says 'Transaction Failed'."", 'Chatbot: Please check your internet connection. Also, ensure that you have sufficient funds in your enrolled account.', ""User: Okay, I'll check. Thanks."", 'Chatbot: Is there anything else I can assist you with?']",Phone,Credit Cards,Complaint,Assigned,High,2026-09-08 15:30:00+08:00,,High
C01163,Multiple messages,"['Hello, interested po ako sa BPI Personal Loan.', 'Ano po yung mga kailangan na documents?', 'Thank you po.']",Facebook,Loans,Inquiry,New,Medium,2026-09-09 11:45:00+08:00,,Mid
C01164,Single message,How can I reactivate my closed savings account?,Branch,Deposits,Request,Closed,Low,2026-09-10 09:00:00+08:00,2026-09-10 09:30:00+08:00,Mid
C01165,Single message,"I did not receive my credit card statement this month, can you resend it to my email?",Phone,Credit Cards,Complaint,New,Medium,2026-09-11 15:00:00+08:00,,Mid
C01166,Single message,"Hello, I'd like to inquire about applying for a BPI Credit Card online, paano po?",Email,Credit Cards,Inquiry,New,Medium,2026-10-05 08:30:00+08:00,,Mid
C01167,User-chatbot conversation,"['User: I am trying to transfer funds to another BPI account but the transaction is failing.', 'Chatbot: Is this the first time you are transferring to this particular account?', 'User: Yes, it is.', ""Chatbot: For security reasons, you may need to enroll the account first. Please go to 'Manage Recipients' in the BPI app or website."", ""User: Okay, I'll try that."", 'Chatbot: Let us know if you have any further issues. Is there anything else we can help you with today?']",Phone,Deposits,Complaint,Assigned,High,2026-10-06 15:00:00+08:00,,High
C01168,Multiple messages,"['Gusto ko pong mag-apply ng Salary Loan. What are the requirements and steps?', 'Employed po ako for more than 2 years.', 'Salamat po!']",Facebook,Loans,Inquiry,New,Medium,2026-10-07 11:15:00+08:00,,Mid
C01169,Single message,I want to request a copy of my bank statement from 6 months ago. Paano po?,Branch,Deposits,Request,Closed,Low,2026-10-08 09:30:00+08:00,2026-10-08 10:00:00+08:00,Mid
C01170,Single message,Is there a way I can check my credit card transaction history online?,Phone,Credit Cards,Inquiry,New,Low,2026-10-09 15:45:00+08:00,,Mid
C01171,Single message,"Hello, I want to inquire about the different types of savings accounts BPI offers.",Email,Deposits,Inquiry,New,Low,2026-11-02 09:00:00+08:00,,Mid
C01172,User-chatbot conversation,"['User: My BPI credit card was charged twice for the same transaction.', ""Chatbot: I'm sorry to hear that. Can you provide the details of the transaction, including the date, amount, and merchant?"", 'User: November 1, 2026, P5000, Shopee', ""Chatbot: Thank you. I've flagged the duplicate transaction. Please allow 3-5 business days for us to investigate and resolve this issue."", 'User: Okay, thank you.']",Phone,Credit Cards,Complaint,Assigned,High,2026-11-03 15:15:00+08:00,,High
C01173,Multiple messages,"['Good day, I am interested in applying for a small business loan in BPI.', 'What are the requirements and eligibility criteria?', 'Thank you.']",Facebook,Loans,Inquiry,New,Medium,2026-11-04 11:30:00+08:00,,Mid
C01174,Single message,Paano mag-apply for a credit card sa branch ninyo?,Branch,Credit Cards,Inquiry,Closed,Low,2026-11-05 09:00:00+08:00,2026-11-05 09:30:00+08:00,Mid
C01175,Single message,I accidentally transferred funds to the wrong BPI account. How can I reverse the transaction?,Phone,Deposits,Complaint,New,High,2026-11-06 15:45:00+08:00,,Mid
C01176,Single message,Bakit po ang tagal magreflect ng salary loan ko sa account ko? Approved naman na.,Email,Loans,Complaint,New,High,2026-12-07 07:30:00+08:00,,Low
C01177,User-chatbot conversation,"['User: I need to change my address for my BPI credit card.', 'Chatbot: No problem! Can you please provide your credit card number?', 'User: 1234-5678-9012-3456', 'Chatbot: And what is your new address?', 'User: 123 Sampaguita Street, Quezon City', 'Chatbot: I have updated your address. It will take 2-3 business days to reflect in our system.', 'User: Thank you.']",Phone,Credit Cards,Request,Assigned,Medium,2026-12-08 14:00:00+08:00,,Mid
C01178,Multiple messages,"['Hello, I would like to apply for a BPI credit card online.', ""But I don't know which card to choose. Any recommendations?"", 'I travel frequently.']",Facebook,Credit Cards,Inquiry,New,Medium,2026-12-09 10:45:00+08:00,,Mid
